,company_name,founded_year,company_hq_location,sector,company_description,founders,investor,amount_usd,funding_round,funding_month,funding_year
1451,Sahicoin,2021.0,Gurugram,Financial Services,"Sahicoin aims to empower the next billion crypto enthusiasts to make faster and better investing decisions, by providing simple and actionable information from a global community of trusted friends and experts.","Ankush Rajput, Amit Nayak, Melbin Thomas","Alameda Ventures, Better Capital Ventures",1750000.0,Seed,1,2022
1452,Finsall,2019.0,Bengaluru,Financial Services,Finsall is an end-to-end technology process for insurance premium financing and has built a multi-lender platform for banks and NBFCs.,"Prabal Khanna, Tim Mathews",Unicorn India Ventures,1000000.0,Pre-Series A,1,2022
1454,Trainn,2020.0,Chennai,Computer Software,Trainn helps SaaS companies accelerate product adoption with product training videos and academies.,"Vivekanandhan Natarajan, Sumana Abirami Ammaiyappan",Speciale Invest,700000.0,Seed,1,2022
1455,Diginoor,2021.0,Chennai,Information Technology & Services,A first of its kind NFT marketplace for the most exclusive and officially licensed Indian cinema collectibles.,"Shaamil Karim, Yash Rathod","Contrary Capital, Polygon Fund",1000000.0,Seed,1,2022
1457,SaaS Labs,2016.0,Noida,Saas,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",Gaurav Sharma,Sequoia Capital,42000000.0,Series B,1,2022
1458,StockGro,2020.0,Bengaluru,Financial Services,Making Investment Social- India's First Social Trading Platform,Ajay Lakhotia,"BITKRAFT Ventures, General Catalyst, Itai Tsiddon",32000000.0,Series A,1,2022
1460,toothsi,2018.0,Mumbai,"Health, Wellness & Fitness",Toothsi offers at-home smile makeover service.,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale",Stride Ventures,9000000.0,Unknown,1,2022
1461,Zuper,2016.0,Chennai,Information Technology & Services,"Zuper is an Enterprise mobility platform enabling organizations to manage, modernize and transform field and remote workforce.","Karthik V, Vijay Narasiman","Sequoia Capital India, Prime Venture Partners",13000000.0,Series A,1,2022
1462,CellStrat,2018.0,Bengaluru,Computer Software,CellStrat is an AI Product and R&D firm serving global AI customers via an innovative AI SAAS platform!,"Vivek, Vishal Singhal",,140000.0,Unknown,1,2022
1463,StanPlus,2016.0,Hyderabad,Hospital & Health Care,"Provide hospitals and enterprises with tech solutions that augment their existing medical response systems to respond faster, and offer the patients better experience throughout the emergency value chain.","Prabhdeep Singh, Antoine Poirson, Jose Leon","HealthQuad, Kalaari Capital, HealthX Capital",20000000.0,Series A,1,2022
1465,Ola Electric,2017.0,Bengaluru,Automotive,Charging ahead to accelerate the world’s transition to sustainable mobility.,Bhavish Aggarwal,"Tekne Private Ventures, Alpine Opportunity Fund, Edelweiss",200000000.0,Unknown,1,2022
1466,Hospals,2018.0,New Delhi,Hospital & Health Care,"Hospals is ‘The most trust able’ medical travel company in India, connecting patients and doctors around the world, with the best hospitals and surgeons in India.","Danish Ahmed, Obaidullah, Suneel Kapur","Inflection Point Ventures, 9Unicorns, Singapore-based Wavemaker",3500000.0,Pre-Series A,1,2022
1467,HYPD,2020.0,New Delhi,E-Commerce,"Hypd is a creator-driven marketplace, aimed at bridging the gap between getting excited and buying.","Ashwarya Garg, Akshay Bhatnagar","Better Capital, Sauce VC, Bhuvan Bam",1500000.0,Seed,1,2022
1468,Oben Electric,2020.0,Bengaluru,Automotive,Oben EV is an electric vehicle company developing new electric 2-wheelers in-house with indigenously developed components to deliver high quality products for the Indian market,"Madhumita Agarwal, Dinkar Agarwal","Krishna Bhupal, Shajikumar Devakar",1000000.0,Seed,1,2022
1469,SustainKart,2021.0,Hyderabad,E-Commerce,India’s largest ecommerce marketplace exclusively for sustainable products.,"Shilpa Reddy, Kanthi Dutt",India Accelerator,500000.0,Pre-Seed,1,2022
1472,Darwinbox,2015.0,Bengaluru,Information Technology & Services,"A new-age, end to end HR Technology platform built for Enterprise.","Chaitanya Peddi, Jayant Paleti, Rohit Chennamaneni",Technology Crossover Ventures,72000000.0,Series D,1,2022
1473,Flint,2021.0,Bengaluru,Financial Services,Crypto investment startup,"Akshit Bordia, Anshu Agrawal","Sequoia Capital India, GFC",5000000.0,Seed,1,2022
1474,Vajro,2016.0,Chennai,Computer Software,Vajro is an Instant mobile app platform which builds exquisitely crafted native apps for your e-commerce store!,"Niwin Santhosh, Raghuraman Ramamurthy",Five Elms Capital,8500000.0,Series A,1,2022
1475,Raise Financial,2021.0,Mumbai,Financial Services,A better way to manage your money. Financing + Insurance + Investing + Payments + Wealth.,Pravin Jadhav,"BEENEXT, Mirae Asset Ventures",22000000.0,Series A,1,2022
1477,Vyapar,2017.0,Bengaluru,Financial Services,Vyapar is the simplest and easy to use Accounting and Inventory management application.,"Shubham Agrawal, Sumit Agarwal",WestBridge Capital,30000000.0,Series B,1,2022
1478,MinIO,2014.0,Bengaluru,Computer Software,"MinIO has pioneered the creation of high-performance, kubernetes-native object storage.","Anand Babu Periasamy, Harshavardhana, Garima Kapoor","SoftBank Vision Fund 2, Dell Capital, General Catalyst",100000000.0,Series B,1,2022
1479,Growth School,2021.0,Bengaluru,E-Learning,Partner with the top 1% of instructors to create high-impact Cohort Based Courses on personal and professional growth.,Vaibhav Sisinty,"Sequoia Capital India, Owl Ventures",5000000.0,Seed,1,2022
1480,Kissht,2015.0,Mumbai,Financial Services,"Kissht is a financial technology platform that enables instant, seamless credit for consumers to make purchases at digital points of sale",Krishnan Viswanathan,"Trifecta Capital, Northern Arc",10000000.0,Unknown,1,2022
1481,iMocha,2012.0,Pune,Computer Software,iMocha offers the most comprehensive skills assessment solutions to help enterprises hire job-fit candidates,"Amit Mishra, Sujit Karpe",Eight Roads Ventures,14000000.0,Series A,1,2022
1483,o9 Solutions,2009.0,Bengaluru,Computer Software,"The knowledge powered analytics, planning and learning platform for next-generation global enterprises.","Sanjiv Sidhu, Chakri Gottemukkala","General Atlantic, BeyondNetZero",295000000.0,Unknown,1,2022
1485,SuperOps.ai,2020.0,Chennai,Computer Software,SuperOps.ai is an early stage startup in the MSP space.,Arvind Parthiban,"Addition, Tanglin Ventures",14000000.0,Series A,1,2022
1487,Ekank Technologies,2020.0,New Delhi,Software,Vision is to create a gateway through which people can access content seamlessly without getting overwhelmed.,"Chandranshu, Chetan Rexwal","Archana Priyadarshini, Amit Jain, Amit Hooja, Deepak Jain",1000000.0,Unknown,1,2022
1488,Broomees,2020.0,New Delhi,Information Technology & Services,"Broomees is revolutionizing the unorganized sector to bring to the customers, one curated platform for all their helper needs.","Vaibhav Agrawal, Saurav Kumar","2 AM VC, Magic Fund",600000.0,Unknown,1,2022
1489,Moglix',2015.0,Noida,Software,An Asia-based B2B commerce company intensively inclined towards B2B procurement of industrial supplies,Rahul Garg,"Tiger Global, Alpha Wave Global",250000000.0,Series F,1,2022
1490,Social Swag,2020.0,Mumbai,E-Learning,A platform for infinite possibilities with favourite celebrities,"Rana Daggubati, Akshay Kumar","IMEF, Unicorn India Ventures",3500000.0,Unknown,1,2022
1491,MoooFarm,2019.0,Gurugram,Information Technology & Services,Building connected commerce to lift India’s 100 million dairy farmers out of poverty and ensure nutritious milk for over billion people.,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora","Accel India, Navus Ventures",2400000.0,Seed,1,2022
1492,Infurnia,2014.0,Bengaluru,Information Technology & Services,Infurnia is the world’s first cloud-based architecture and interior design platform created for professional users.,"Nikhil Kuma, Lovepreet Mann","Yogesh Chaudhary, Pallavi Nadhani",500000.0,Unknown,1,2022
1495,Kisanwala,2020.0,Hyderabad,Information Technology & Services,"Helping farmers with end-to-end solutions for all farm needs by providing technology, information, inputs and support.","Gundala MadhuSudanReddy, Parag Modi",,1000000.0,Unknown,1,2022
1496,Burgerama,2018.0,Gurugram,Food & Beverages,"A fast-casual, made for delivery burger experience, serving authentic, International, easy-to-eat comfort food, in eco-friendly packaging!","Kabir Bose, Vivek Prakash, Viraaj Badhwar","Rishab Malik, Atul Singh",700000.0,Pre-Series A,1,2022
1500,Snapmint,2015.0,Mumbai,Financial Services,"At Snapmint, are eliminating the dependency on Credit Card and the hassle of physical documentation during loan applications, thereby making shopping a happy experience.","Nalin Agrawal, Anil Gelra, Abhineet Sawa, Rahul Agarwal","Negen Capital, Ramakant Sharma, Usama Fayyad",9000000.0,Series A,3,2022
1501,Kuhoo,2021.0,Mumbai,Financial Services,"Kuhoo is a student loan fintech NBFC platform that aspires to democratise education for all, especially for households that belong to humble socio-economic backgrounds.",Prashant A. Bhonsle,West Bridge,20000000.0,Seed,3,2022
1502,RupeeRedee,2018.0,Gurugram,Financial Services,"RupeeRedee a division of Digital Finance International (Finstar Financial Group), is a digital platform that helps customers borrow money for their short-term needs at the click of a button.",Jitin Bhasin,Digital Finance International,1100000.0,Series B,3,2022
1505,Bebe Burp,2018.0,Surat,Food & Beverages,Bebe Burp is a company that has its core values embedded around helping working parents.,"Shruti Tibrewal, Bharat Tibrewal, Chirag Gupta","Mapro Foods, Ivy Growth Associates, Shreeji Brothers, Dholakia Ventures",280000.0,Seed,3,2022
1506,Prozo,2016.0,Noida,Logistics & Supply Chain,"Prozo is an 'e-commerce enabler & accelerator' for SMEs, D2C brands and Enterprises.",Ashvini Jakhar,Sixth Sense Ventures,10000000.0,Series A,3,2022
1507,Pocketly,2019.0,Bengaluru,Financial Services,"Pocketly provides quick cash on hand, anytime - anywhere! For college students, and salaried people.","Aarav Bhatia, Navdeesh Ahuja",Dholakia Ventures,3000000.0,Pre-Series A,3,2022
1511,Beatoven AI,2021.0,Bengaluru,Computer Software,Beatoven AI is a simplified music creator tool that helps create music for videos and podcasts.,"Mansoor Rahimat Khan, Siddharth Bhardwaj",Redstart Labs,1000000.0,Seed,3,2022
1513,Eat Better Ventures,2020.0,Jaipur,Food & Beverages,Makes delicious healthy snacks and helps people eat better without compromising on taste.,"Mridula Kanoria, Shaurya Kanoria","Java Capital, Mumbai Angels",700000.0,Seed,3,2022
1515,Just Dogs,2011.0,Ahmedabad,Retail,Just Dogs is India’s largest specialty retailer of services and solutions for the lifetime needs of pets.,"Ashish, Poorvi Anthony",Sixth Sense Ventures,7000000.0,Unknown,3,2022
1516,Filo,2020.0,Haryana,E-Learning,Filo is the world's fastest growing on-demand tutoring platform that connects students with India’s top 1% tutors in less than 60 seconds.,"Imbesat Ahmad, Shadman Anwer, Rohit Kumar",Anthos Capital,23000000.0,Series A,3,2022
1522,Junio,2020.0,New Delhi,Financial Services,The startup’s goal is to nurture discipline and awareness in children about how to manage money in a fun and practical way.,"Ankit Gera, Shankar Nath",NB Ventures,6000000.0,Pre-Series A,3,2022
1523,CredAvenue,2020.0,Chennai,Financial Services,"A debt platform for enterprises, lenders and investors, CredAvenue offers the most comprehensive bouquet of debt products.","Gaurav Kumar, Vineet Sukumar","Insight Partners, B Capital Group, Dragoneer Investment Group",137000000.0,Series B,3,2022
1524,Captain Fresh,2019.0,Bengaluru,Logistics & Supply Chain,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,Utham Gowda,"Prosus Ventures, Tiger Global",50000000.0,Series C,3,2022
1525,Otipy,2020.0,Haryana,Agritech,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.,Varun Khurana,Westbridge Capital,32000000.0,Series B,3,2022
1526,CureSkin,2016.0,Bengaluru,"Health, Wellness & Fitness",Artificial intelligence-driven beauty and personal care brand,"Guna Kakulapati, Rama Rajanna, Charu Sharma",JSW Ventures,5000000.0,Series A,3,2022
1527,Hiver,2011.0,Bengaluru,Computer Software,World’s first helpdesk built for Google Workspace.,"Niraj, Nitish Nandy","Kalaari Capital, Kae Capital",22000000.0,Series B,3,2022
1529,PensionBox,2021.0,Bengaluru,Financial Services,India's First Digital Pension Platform For Private Workforce,"Kuldeep Parashar, Shivam Parashar","Kishore Ganji, Keynote India",160000.0,Unknown,3,2022
1531,Perfios,2008.0,Bengaluru,Fintech,"Perfios is a leading product technology company enabling businesses to aggregate structured and unstructured data, curate, analyze and help in decision-making.",V.R. Govindarajan,"Bessemer Venture Partners, Warburg Pincus",68000000.0,Unknown,3,2022
1532,Emeritus,2015.0,Mumbai,Edtech,"Emeritus is committed to teaching the skills of the future by making high-quality education accessible and affordable to individuals, companies, and governments around the world.",Ashwin Damera,CPP Investments,350000000.0,Unknown,3,2022
1534,Oorjaa,2021.0,Mumbai,Logistics & Supply Chain,Technology Powered Logistics Solutions for the Intra - City Supply Chain,"Sandeep Patil, Prashant Mohite, Yogesh Parab",Inflection Point Ventures,1000000.0,Unknown,3,2022
1536,Money View,2014.0,Bengaluru,Financial Services,"Money View is a leading online credit platform that offers a full suite of personalized credit products like instant personal loans, cards, BNPL, and personal financial management solutions.",Puneet Agarwal,"Tiger Global, Winter Capital, Evolvence India, Accel",75000000.0,Series D,3,2022
1537,CredoPay,2014.0,Chennai,Financial Services,"A new-age fintech company that enables Banks, Financial institutions, PayFacs and ISOs with our industry-ready unified payment acquiring platform.",Dore Swamy,"EzSwype LLC, Zent International Limited",5000000.0,Pre-Series A,3,2022
1540,Metasky,2021.0,Bengaluru,Information Technology & Services,"Metasky a Web3 platform to enable the next billion users of crypto and NFT powered communities, games, and experiences.","Ankit Arora, Prakhar Sharma","Sequoia Capital India, Woodstock Fund",2000000.0,Pre-Seed,3,2022
1541,Mentor Match,2020.0,Chennai,E-Learning,Mentor Match is a self-study platform that helps students of classes 8-12 connect directly with expert mentors/tutors instantly through a 1 on 1 video call.,"Rohit Raheja, Rayhaan Shaik, Sachit Duga",Sapient Fund,1000000.0,Pre-Seed,3,2022
1546,Birdeye,2012.0,Gurugram,Computer Software,"Birdeye everyday to attract new leads with Listings, Reviews and Referrals, convert them into customers with Webchat and Appointments, and delight those customers with Surveys, Ticketing, and Insights - all in one place.","Naveen Gupta, Neeraj Gupta",Accel-KKR,60000000.0,Series C,3,2022
1547,Ferns N Petals,1994.0,New Delhi,Retail,Largest Gifting Chain,"Meeta Gutgutia, Vikaas Gutgutia",Lighthouse,27000000.0,Unknown,3,2022
